topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/control/command/control_cmd/debug/published_time,Best-Effort,11900,1.462,4.183,5.159,1.431,2.237,,,0.000168
/control/control_evaluator/debug/processing_time_ms,Best-Effort,5954,1.537,3.97,5.332,1.294,1.833,,,0.0
/control/control_evaluator/metrics,Best-Effort,5958,1.166,3.449,4.945,1.169,1.641,,,0.0
/control/control_validator/debug/marker,Best-Effort,11941,1.419,4.272,5.423,1.417,2.272,,,0.0
/control/control_validator/debug/processing_time_ms,Best-Effort,11941,1.422,4.279,5.384,1.439,2.303,,,8.4e-05
/control/control_validator/validation_status,Best-Effort,11942,1.284,4.156,5.362,1.398,2.26,,,0.0
/control/control_validator/virtual_wall,Best-Effort,11942,1.25,4.109,5.325,1.386,2.234,,,0.0
/control/trajectory_follower/control_cmd/debug/published_time,Best-Effort,11879,1.519,4.307,5.312,1.445,2.286,,,8.4e-05
/control/trajectory_follower/controller_node_exe/debug/predicted_trajectory_in_frenet_coordinate,Best-Effort,11908,1.202,4.043,5.6,1.363,2.272,,,0.0
/control/trajectory_follower/controller_node_exe/debug/resampled_reference_trajectory,Best-Effort,11920,0.955,3.186,4.915,1.144,1.814,,,0.0
/control/trajectory_follower/controller_node_exe/lateral/debug/processing_time_ms,Best-Effort,11864,1.412,4.352,5.493,1.444,2.36,,,0.0
/control/trajectory_follower/controller_node_exe/longitudinal/debug/processing_time_ms,Best-Effort,11917,1.464,4.301,5.335,1.437,2.294,,,8.4e-05
/control/trajectory_follower/controller_node_exe/output/debug_marker,Best-Effort,11909,1.468,4.275,5.259,1.441,2.273,,,8.4e-05
/control/trajectory_follower/controller_node_exe/output/estimated_steer_offset,Best-Effort,11912,1.264,4.125,5.445,1.385,2.275,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/lateral,Best-Effort,5954,1.695,3.953,5.336,1.248,1.749,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw,Best-Effort,5956,1.547,3.728,5.192,1.203,1.676,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/deviation/yaw_deg,Best-Effort,5958,1.306,3.415,4.872,1.145,1.563,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/marker_array,Best-Effort,5958,1.579,3.796,5.121,1.204,1.66,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms,Best-Effort,5969,1.368,3.83,5.135,1.258,1.749,,,0.0
/control/trajectory_follower/lane_departure_checker_node/debug/processing_time_ms_diag,Best-Effort,5968,1.246,3.488,4.835,1.155,1.595,,,0.0
/control/trajectory_follower/lateral/diagnostic,Best-Effort,11914,1.169,3.977,5.347,1.355,2.234,,,0.0
/control/trajectory_follower/lateral/predicted_trajectory,Best-Effort,11908,1.33,4.222,5.516,1.398,2.297,,,0.0
/control/trajectory_follower/longitudinal/diagnostic,Best-Effort,11912,1.417,4.299,5.467,1.432,2.333,,,0.0
/control/vehicle_cmd_gate/debug/processing_time_ms,Best-Effort,5944,1.955,4.537,5.682,1.394,1.957,,,0.0
/control/vehicle_cmd_gate/is_filter_activated/marker_raw,Best-Effort,11863,1.541,4.293,5.253,1.444,2.265,,,8.4e-05
/localization/debug/ellipse_marker,Best-Effort,11911,4.82,14.634,15.362,6.197,10.73,,,0.0
/localization/pose_estimator/exe_time_ms,Best-Effort,5941,8.302,13.825,14.696,5.459,2.125,,,0.0
/localization/pose_twist_fusion_filter/debug/processing_time_ms,Best-Effort,11885,4.853,14.673,15.394,6.201,10.754,,,0.0
/localization/pose_twist_fusion_filter/debug/stop_flag,Best-Effort,11875,4.62,14.844,15.864,6.134,10.475,,,0.0
/localization/pose_twist_fusion_filter/pose_instability_detector/debug/diff_pose,Best-Effort,1187,0.66,1.911,5.831,2.351,3.34,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/cyclic_time_ms,Best-Effort,5951,2.718,13.479,15.924,4.919,4.569,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/pipeline_latency_ms,Best-Effort,5947,3.392,14.372,16.47,5.375,5.641,,,0.0
/localization/util/crop_box_filter_measurement_range/debug/processing_time_ms,Best-Effort,5949,3.018,13.691,16.21,5.135,5.059,,,0.0
/localization/util/downsample/pointcloud/debug/published_time,Best-Effort,5939,9.17,15.11,15.992,5.97,3.785,,,0.0
/localization/util/measurement_range/pointcloud/debug/published_time,Best-Effort,5937,7.068,16.236,16.918,6.573,7.384,,,0.0
/localization/util/voxel_grid_downsample/pointcloud/debug/published_time,Best-Effort,5939,8.937,15.733,16.55,6.167,5.054,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/cyclic_time_ms,Best-Effort,5939,5.248,8.614,9.428,3.074,1.916,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/pipeline_latency_ms,Best-Effort,5953,5.033,8.521,9.339,3.187,1.875,,,0.0
/perception/object_recognition/detection/centerpoint/lidar_centerpoint/debug/processing_time_ms,Best-Effort,5933,5.319,8.643,9.456,3.025,1.919,,,0.0
/perception/object_recognition/detection/centerpoint/objects/debug/published_time,Best-Effort,5943,5.137,8.659,9.472,3.221,1.861,,,0.0
/perception/object_recognition/detection/centerpoint/validation/objects/debug/published_time,Best-Effort,5951,5.024,8.622,9.429,3.264,1.937,,,0.0
/perception/object_recognition/detection/clustering/debug/clusters,Best-Effort,5945,5.345,9.248,10.099,3.548,1.899,,,0.0
/perception/object_recognition/detection/clustering/objects/debug/published_time,Best-Effort,5949,5.422,9.13,10.033,3.328,1.986,,,0.0
/perception/object_recognition/detection/clustering/objects_with_feature/debug/published_time,Best-Effort,5953,5.255,9.119,9.997,3.497,1.917,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/cyclic_time_ms,Best-Effort,5943,5.444,9.21,10.08,3.395,1.956,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/processing_time_ms,Best-Effort,5935,5.613,9.276,10.154,3.289,1.977,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/cyclic_time_ms,Best-Effort,5943,5.414,9.277,10.136,3.509,1.916,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/pipeline_latency_ms,Best-Effort,5935,5.526,9.318,10.171,3.431,1.945,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/processing_time_ms,Best-Effort,5949,5.296,9.218,10.072,3.562,1.894,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/divided_objects,Best-Effort,5935,5.578,9.255,10.12,3.297,1.973,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/initial_objects,Best-Effort,5951,5.271,9.136,10.03,3.501,1.91,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/merged_objects,Best-Effort,5941,5.528,9.248,10.112,3.342,1.965,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/tracked_objects,Best-Effort,5941,5.478,9.228,10.101,3.374,1.953,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/cyclic_time_ms,Best-Effort,5947,5.472,9.148,10.046,3.292,1.994,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/processing_time_ms,Best-Effort,5929,5.642,9.217,10.114,3.182,1.996,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects/debug/published_time,Best-Effort,5947,5.526,9.182,10.081,3.274,1.993,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/cyclic_time_ms,Best-Effort,11899,5.149,8.524,9.404,2.963,1.478,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/processing_time_ms,Best-Effort,11851,5.295,8.608,9.478,2.87,1.455,,,0.0
/perception/object_recognition/detection/object_lanelet_filter/debug/pipeline_latency_ms,Best-Effort,5941,5.178,8.468,9.353,2.924,2.057,,,0.0
/perception/object_recognition/detection/object_lanelet_filter/debug/processing_time_ms,Best-Effort,5941,5.226,8.497,9.38,2.903,2.064,,,0.0
/perception/object_recognition/detection/objects/debug/published_time,Best-Effort,5935,5.268,8.519,9.413,2.883,2.053,,,0.0
/perception/object_recognition/detection/objects_before_filter/debug/published_time,Best-Effort,5947,5.133,8.491,9.361,3.017,2.036,,,0.0
/perception/object_recognition/detection/obstacle_pointcloud_based_validator/debug/pipeline_latency_ms,Best-Effort,5935,5.207,8.683,9.494,3.161,1.997,,,0.0
/perception/object_recognition/detection/pointcloud_map_filtered/pointcloud/debug/published_time,Best-Effort,5935,5.725,9.757,10.603,3.729,1.865,,,0.0
/perception/object_recognition/detection/temporary_merged_objects/debug/published_time,Best-Effort,5941,5.183,8.574,9.419,3.06,2.015,,,0.0
/perception/object_recognition/detection/voxel_based_compare_map_filter/debug/cyclic_time_ms,Best-Effort,5951,5.89,9.976,10.8,3.786,1.866,,,0.0
/perception/object_recognition/detection/voxel_based_compare_map_filter/debug/processing_time_ms,Best-Effort,5919,5.877,9.913,10.756,3.724,1.841,,,0.0
/perception/object_recognition/objects/debug/published_time,Best-Effort,5943,0.636,2.235,3.339,1.549,1.455,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/cyclic_time_ms,Best-Effort,5943,0.701,2.294,3.522,1.563,1.487,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/processing_time_detail_ms,Best-Effort,5943,0.641,2.247,3.39,1.56,1.482,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/processing_time_ms,Best-Effort,5949,0.58,2.145,3.342,1.386,1.504,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/cyclic_time_ms,Best-Effort,5967,0.575,1.854,2.688,1.524,1.387,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/input_latency_ms,Best-Effort,5966,5.103,8.422,9.318,2.962,2.074,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/meas_to_tracked_object_ms,Best-Effort,5967,0.481,1.446,2.525,1.527,1.354,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/objects_markers,Best-Effort,5967,0.555,1.758,2.712,1.522,1.401,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/pipeline_latency_ms,Best-Effort,5967,0.635,2.032,2.835,1.534,1.41,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/processing_latency_ms,Best-Effort,5967,0.616,1.984,2.872,1.534,1.427,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/processing_time_ms,Best-Effort,5968,0.413,1.353,2.46,1.339,1.377,,,0.0
/perception/object_recognition/tracking/objects/debug/published_time,Best-Effort,5967,0.346,1.234,1.978,1.483,1.242,,,0.0
/perception/obstacle_segmentation/crop_box_filter/debug/cyclic_time_ms,Best-Effort,5937,4.015,15.259,16.746,5.736,6.482,,,0.0
/perception/obstacle_segmentation/crop_box_filter/debug/pipeline_latency_ms,Best-Effort,5937,4.517,15.567,16.789,5.989,6.939,,,0.0
/perception/obstacle_segmentation/crop_box_filter/debug/processing_time_ms,Best-Effort,5937,4.04,15.259,16.691,5.767,6.613,,,0.0
/perception/obstacle_segmentation/occupancy_grid_map_outlier_filter/debug/cyclic_time_ms,Best-Effort,5935,6.288,10.363,11.132,3.871,1.854,,,0.0
/perception/obstacle_segmentation/occupancy_grid_map_outlier_filter/debug/processing_time_ms,Best-Effort,5945,6.118,10.264,11.029,3.949,1.841,,,0.0
/perception/obstacle_segmentation/pointcloud_map_filtered/downsampled/pointcloud/debug/published_time,Best-Effort,5941,6.187,10.292,11.07,3.906,1.86,,,0.0
/perception/obstacle_segmentation/range_cropped/pointcloud/debug/published_time,Best-Effort,5947,6.535,16.179,16.905,6.534,7.598,,,0.0
/perception/obstacle_segmentation/scan_ground_filter/debug/cyclic_time_ms,Best-Effort,5945,9.173,14.755,15.398,5.815,2.14,,,0.0
/perception/obstacle_segmentation/scan_ground_filter/debug/processing_time_ms,Best-Effort,5923,9.245,14.785,15.43,5.777,2.124,,,0.0
/perception/obstacle_segmentation/single_frame/pointcloud/debug/published_time,Best-Effort,5927,9.209,14.742,15.402,5.772,2.047,,,0.0
/perception/occupancy_grid_map/pointcloud_based_occupancy_grid_map/debug/cyclic_time_ms,Best-Effort,5937,6.227,10.362,11.148,3.941,1.854,,,0.0
/perception/occupancy_grid_map/pointcloud_based_occupancy_grid_map/debug/pipeline_latency_ms,Best-Effort,5923,6.369,10.38,11.143,3.765,1.817,,,0.0
/perception/occupancy_grid_map/pointcloud_based_occupancy_grid_map/debug/processing_time_ms,Best-Effort,5943,6.143,10.298,11.046,3.97,1.835,,,0.0
/planning/auto_mode_status/avoidance_by_lane_change_left,Best-Effort,5950,1.989,4.57,5.778,1.46,2.029,,,0.0
/planning/auto_mode_status/avoidance_by_lane_change_right,Best-Effort,5952,1.884,4.513,5.765,1.476,2.04,,,0.0
/planning/auto_mode_status/blind_spot,Best-Effort,5950,1.713,4.234,5.477,1.363,1.922,,,0.0
/planning/auto_mode_status/crosswalk,Best-Effort,5944,1.148,3.475,5.082,1.167,1.624,,,0.0
/planning/auto_mode_status/goal_planner,Best-Effort,5932,2.036,4.567,5.734,1.415,1.973,,,0.0
/planning/auto_mode_status/intersection,Best-Effort,5940,1.517,4.05,5.303,1.308,1.818,,,0.0
/planning/auto_mode_status/intersection_occlusion,Best-Effort,5934,1.691,4.256,5.43,1.344,1.88,,,0.0
/planning/auto_mode_status/lane_change_left,Best-Effort,5942,2.072,4.581,5.782,1.44,2.011,,,0.0
/planning/auto_mode_status/lane_change_right,Best-Effort,5946,2.024,4.551,5.787,1.421,1.973,,,0.0
/planning/auto_mode_status/no_stopping_area,Best-Effort,5952,1.696,4.191,5.4,1.357,1.907,,,0.0
/planning/auto_mode_status/start_planner,Best-Effort,5950,1.822,4.294,5.546,1.373,1.924,,,0.0
/planning/auto_mode_status/static_obstacle_avoidance_left,Best-Effort,5950,1.343,3.709,5.133,1.233,1.735,,,0.0
/planning/auto_mode_status/static_obstacle_avoidance_right,Best-Effort,5952,1.519,3.989,5.255,1.317,1.844,,,0.0
/planning/auto_mode_status/traffic_light,Best-Effort,5930,1.47,4.017,5.267,1.29,1.8,,,0.0
/planning/cooperate_status/avoidance_by_lane_change_left,Best-Effort,5954,0.703,3.839,9.079,1.716,1.858,,,0.0
/planning/cooperate_status/avoidance_by_lane_change_right,Best-Effort,5934,0.713,3.791,9.0,1.687,1.834,,,0.0
/planning/cooperate_status/blind_spot,Best-Effort,5946,5.272,12.875,14.664,3.881,3.993,,,0.0
/planning/cooperate_status/crosswalk,Best-Effort,5952,2.067,9.672,11.446,3.16,3.018,,,0.0
/planning/cooperate_status/goal_planner,Best-Effort,5956,0.412,1.66,7.112,1.056,1.287,,,0.0
/planning/cooperate_status/intersection,Best-Effort,5936,5.183,12.81,14.674,3.858,4.07,,,0.0
/planning/cooperate_status/intersection_occlusion,Best-Effort,5940,5.187,12.841,14.677,3.86,4.044,,,0.0
/planning/cooperate_status/lane_change_left,Best-Effort,5952,0.595,2.804,8.513,1.49,1.66,,,0.0
/planning/cooperate_status/lane_change_right,Best-Effort,5942,0.574,2.47,8.209,1.377,1.602,,,0.0
/planning/cooperate_status/no_stopping_area,Best-Effort,5944,5.141,12.618,14.251,3.869,3.707,,,0.0
/planning/cooperate_status/start_planner,Best-Effort,5956,0.325,1.177,5.214,0.82,1.06,,,0.0
/planning/cooperate_status/static_obstacle_avoidance_left,Best-Effort,5952,0.206,0.373,1.732,0.309,0.419,,,0.0
/planning/cooperate_status/static_obstacle_avoidance_right,Best-Effort,5950,0.202,0.346,1.642,0.282,0.38,,,0.0
/planning/cooperate_status/traffic_light,Best-Effort,5926,4.664,12.237,14.498,3.757,4.069,,,0.0
/planning/debug/objects_of_interest/blind_spot,Best-Effort,5956,5.224,12.846,14.638,3.883,4.0,,,0.0
/planning/debug/objects_of_interest/crosswalk,Best-Effort,5944,2.201,9.767,11.571,3.19,3.046,,,0.0
/planning/debug/objects_of_interest/goal_planner,Best-Effort,1231,0.211,0.55,1.992,0.369,0.474,,,0.0
/planning/debug/objects_of_interest/intersection,Best-Effort,5954,5.137,12.787,14.619,3.861,4.047,,,0.0
/planning/debug/objects_of_interest/no_stopping_area,Best-Effort,5938,5.179,12.642,14.27,3.867,3.712,,,0.0
/planning/debug/objects_of_interest/obstacle_cruise,Best-Effort,5940,1.601,4.142,9.01,1.563,1.636,,,0.000337
/planning/debug/objects_of_interest/obstacle_slow_down,Best-Effort,5948,1.418,4.193,8.735,1.479,1.48,,,0.0
/planning/debug/objects_of_interest/obstacle_stop,Best-Effort,5942,0.696,4.022,7.816,1.502,1.441,,,0.0
/planning/debug/objects_of_interest/traffic_light,Best-Effort,5938,4.405,11.966,14.298,3.727,3.993,,,0.0
/planning/hazard_lights_cmd,Best-Effort,5938,0.648,4.486,7.902,1.565,1.856,,,0.0
/planning/planning_evaluator/debug/processing_time_ms,Best-Effort,5956,1.545,3.991,5.218,1.275,1.791,,,0.0
/planning/planning_evaluator/metrics,Best-Effort,5932,1.764,4.332,5.514,1.359,1.884,,,0.0
/planning/planning_factors/avoidance_by_lane_change,Best-Effort,5936,0.759,4.747,9.354,1.805,1.928,,,0.0
/planning/planning_factors/behavior_path_planner,Best-Effort,5950,1.515,8.266,10.273,2.648,2.461,,,0.0
/planning/planning_factors/blind_spot,Best-Effort,5936,5.219,12.857,14.663,3.866,4.006,,,0.0
/planning/planning_factors/crosswalk,Best-Effort,5958,1.785,9.351,11.126,3.094,2.886,,,0.0
/planning/planning_factors/detection_area,Best-Effort,5936,5.241,12.864,14.628,3.873,3.941,,,0.0
/planning/planning_factors/dynamic_obstacle_stop,Best-Effort,5932,1.358,4.418,8.456,1.734,1.97,,,0.0
/planning/planning_factors/goal_planner,Best-Effort,5952,0.503,2.087,7.804,1.249,1.484,,,0.0
/planning/planning_factors/intersection,Best-Effort,5936,4.72,12.342,14.473,3.776,4.101,,,0.0
/planning/planning_factors/lane_change_left,Best-Effort,5936,0.655,3.12,8.607,1.574,1.731,,,0.0
/planning/planning_factors/lane_change_right,Best-Effort,5948,0.579,2.66,8.266,1.41,1.617,,,0.0
/planning/planning_factors/no_stopping_area,Best-Effort,5948,5.17,12.696,14.381,3.874,3.786,,,0.0
/planning/planning_factors/obstacle_cruise,Best-Effort,5935,1.955,4.736,9.169,1.648,1.807,,,0.000168
/planning/planning_factors/obstacle_slow_down,Best-Effort,5953,1.48,4.194,8.809,1.481,1.47,,,0.000168
/planning/planning_factors/obstacle_stop,Best-Effort,5936,0.922,4.301,8.356,1.601,1.573,,,0.0
/planning/planning_factors/out_of_lane,Best-Effort,5935,1.662,4.61,8.959,1.731,1.955,,,0.000168
/planning/planning_factors/run_out,Best-Effort,5936,4.788,12.092,13.73,3.856,3.548,,,0.0
/planning/planning_factors/side_shift,Best-Effort,5946,0.306,1.195,2.954,0.652,0.862,,,0.0
/planning/planning_factors/start_planner,Best-Effort,5952,0.396,1.421,6.34,0.954,1.191,,,0.0
/planning/planning_factors/static_obstacle_avoidance,Best-Effort,5936,0.352,1.24,3.097,0.691,0.932,,,0.0
/planning/planning_factors/stop_line,Best-Effort,5950,5.142,12.577,14.23,3.874,3.709,,,0.0
/planning/planning_factors/traffic_light,Best-Effort,5936,3.698,11.242,13.522,3.61,3.76,,,0.0
/planning/planning_factors/virtual_traffic_light,Best-Effort,5954,5.119,12.684,14.427,3.877,3.879,,,0.0
/planning/planning_factors/walkway,Best-Effort,5944,2.401,9.958,11.884,3.262,3.176,,,0.0
/planning/planning_validator/debug/marker,Best-Effort,5958,0.446,2.096,5.044,1.047,1.254,,,0.0
/planning/planning_validator/debug/processing_time_ms,Best-Effort,5956,0.464,2.199,5.037,1.054,1.256,,,0.0
/planning/planning_validator/validation_status,Best-Effort,5936,0.609,2.388,5.15,1.11,1.353,,,0.0
/planning/planning_validator/virtual_wall,Best-Effort,5936,0.724,2.456,5.199,1.14,1.404,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/avoidance_by_lane_change,Best-Effort,5934,4.658,12.344,14.443,3.796,4.138,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/avoidance_by_lane_change/processing_time_ms,Best-Effort,5944,2.89,10.487,12.758,3.5,3.623,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/bound,Best-Effort,5934,2.203,10.183,11.828,3.307,3.036,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/goal_planner,Best-Effort,5936,4.222,11.942,14.215,3.724,4.034,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/goal_planner/processing_time_ms,Best-Effort,5934,2.586,10.162,12.186,3.329,3.319,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/internal_state,Best-Effort,5956,1.883,9.398,11.31,3.096,2.953,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/lane_change_left,Best-Effort,5934,4.688,12.349,14.477,3.794,4.119,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/lane_change_left/processing_time_ms,Best-Effort,5942,2.221,9.741,11.579,3.177,3.044,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/lane_change_right,Best-Effort,5956,3.727,11.459,13.873,3.709,3.961,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/lane_change_right/processing_time_ms,Best-Effort,5934,2.494,10.071,12.016,3.276,3.241,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/root_reference_path,Best-Effort,5958,1.658,4.238,5.393,1.365,1.865,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/side_shift,Best-Effort,5940,3.515,11.206,13.491,3.637,3.864,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/side_shift/processing_time_ms,Best-Effort,5952,2.733,10.36,12.51,3.439,3.526,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/start_planner,Best-Effort,5948,3.473,11.156,13.516,3.637,3.923,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/start_planner/processing_time_ms,Best-Effort,5956,2.544,10.129,12.167,3.336,3.339,,,0.0
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/static_obstacle_avoidance,Best-Effort,5934,3.474,11.182,13.472,3.649,3.844,,,0.0
