topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/perception/object_recognition/detection/clustering/debug/clusters,Best-Effort,5810,341.52,395.7,398.36,37.852,54.554,,,0.0
/perception/object_recognition/detection/clustering/objects/debug/published_time,Best-Effort,5812,341.403,395.581,398.157,37.926,54.594,,,0.0
/perception/object_recognition/detection/clustering/objects_with_feature/debug/published_time,Best-Effort,5814,341.34,395.567,398.194,37.907,54.55,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/cyclic_time_ms,Best-Effort,5809,341.532,395.676,398.23,37.851,54.586,,,0.0
/perception/object_recognition/detection/clustering/shape_estimation/debug/processing_time_ms,Best-Effort,5805,341.659,395.738,398.375,37.842,54.614,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/cyclic_time_ms,Best-Effort,5809,341.578,395.74,398.392,37.843,54.567,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/pipeline_latency_ms,Best-Effort,5805,341.667,395.756,398.424,37.833,54.59,,,0.0
/perception/object_recognition/detection/clustering/voxel_grid_based_euclidean_cluster/debug/processing_time_ms,Best-Effort,5812,341.437,395.688,398.332,37.902,54.549,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/divided_objects,Best-Effort,5805,341.637,395.709,398.352,37.841,54.612,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/initial_objects,Best-Effort,5813,341.371,395.593,398.224,37.909,54.559,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/merged_objects,Best-Effort,5808,341.592,395.708,398.319,37.844,54.598,,,0.0
/perception/object_recognition/detection/detection_by_tracker/debug/tracked_objects,Best-Effort,5808,341.563,395.674,398.296,37.842,54.592,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/cyclic_time_ms,Best-Effort,5811,341.45,395.573,398.179,37.9,54.602,,,0.0
/perception/object_recognition/detection/detection_by_tracker/detection_by_tracker/debug/processing_time_ms,Best-Effort,5802,341.642,395.71,398.263,37.844,54.632,,,0.0
/perception/object_recognition/detection/detection_by_tracker/objects/debug/published_time,Best-Effort,5811,341.493,395.614,398.215,37.9,54.603,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/cyclic_time_ms,Best-Effort,11627,340.975,395.263,397.851,37.902,38.627,,,0.0
/perception/object_recognition/detection/object_association_merger/debug/processing_time_ms,Best-Effort,11603,341.134,395.328,397.918,37.846,38.648,,,0.0
/perception/object_recognition/detection/object_lanelet_filter/debug/pipeline_latency_ms,Best-Effort,5808,340.918,395.127,397.701,37.901,54.663,,,0.0
/perception/object_recognition/detection/object_lanelet_filter/debug/processing_time_ms,Best-Effort,5808,340.945,395.151,397.732,37.903,54.667,,,0.0
/perception/object_recognition/detection/objects/debug/published_time,Best-Effort,5805,341.0,395.186,397.708,37.896,54.676,,,0.0
/perception/object_recognition/detection/objects_before_filter/debug/published_time,Best-Effort,5811,340.909,395.19,397.785,37.946,54.649,,,0.0
/perception/object_recognition/detection/obstacle_pointcloud_based_validator/debug/pipeline_latency_ms,Best-Effort,5805,341.192,395.418,397.981,37.877,54.64,,,0.0
/perception/object_recognition/detection/pointcloud_map_filtered/pointcloud/debug/published_time,Best-Effort,5805,342.107,396.239,398.879,37.816,54.553,,,0.0
/perception/object_recognition/detection/temporary_merged_objects/debug/published_time,Best-Effort,5808,341.044,395.305,397.904,37.895,54.651,,,0.0
/perception/object_recognition/detection/voxel_based_compare_map_filter/debug/cyclic_time_ms,Best-Effort,5813,342.221,396.431,399.023,37.88,54.506,,,0.0
/perception/object_recognition/detection/voxel_based_compare_map_filter/debug/processing_time_ms,Best-Effort,5797,342.306,396.372,398.988,37.79,54.545,,,0.0
/perception/object_recognition/objects/debug/published_time,Best-Effort,5809,302.578,356.11,358.956,37.634,54.612,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/cyclic_time_ms,Best-Effort,5809,302.571,356.098,358.942,37.635,54.614,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/processing_time_detail_ms,Best-Effort,5809,302.455,356.009,358.869,37.634,54.612,,,0.0
/perception/object_recognition/prediction/map_based_prediction/debug/processing_time_ms,Best-Effort,5812,302.388,356.069,358.869,37.746,54.614,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/cyclic_time_ms,Best-Effort,5822,302.755,356.559,359.471,37.821,54.612,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/input_latency_ms,Best-Effort,5822,340.681,395.113,397.62,38.099,54.64,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/meas_to_tracked_object_ms,Best-Effort,5823,302.605,356.425,359.35,37.824,54.612,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/objects_markers,Best-Effort,5822,302.627,356.424,359.317,37.825,54.617,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/pipeline_latency_ms,Best-Effort,5822,302.795,356.59,359.518,37.821,54.613,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/processing_latency_ms,Best-Effort,5822,302.674,356.484,359.408,37.826,54.618,,,0.0
/perception/object_recognition/tracking/multi_object_tracker/debug/processing_time_ms,Best-Effort,5823,302.604,356.503,359.361,37.877,54.623,,,0.0
/perception/object_recognition/tracking/objects/debug/published_time,Best-Effort,5823,302.69,356.504,359.413,37.814,54.601,,,0.0
/perception/obstacle_segmentation/crop_box_filter/debug/cyclic_time_ms,Best-Effort,5806,287.715,368.167,398.844,49.969,60.185,,,0.0
/perception/obstacle_segmentation/crop_box_filter/debug/pipeline_latency_ms,Best-Effort,5806,288.47,368.008,399.084,49.733,59.684,,,0.0
