topic,class,count,avg_lat_ms,p95_lat_ms,p99_lat_ms,jitter_std_ms,ipdv_std_ms,deadline_missrate_1ms,deadline_missrate_2ms,loss_rate
/planning/debug/objects_of_interest/blind_spot,Best-Effort,1607,1308.73,1591.665,1622.908,228.275,309.902,,,0.724829
/planning/debug/objects_of_interest/crosswalk,Best-Effort,1578,1305.83,1594.244,1622.892,223.544,310.354,,,0.729517
/planning/debug/objects_of_interest/goal_planner,Best-Effort,375,1335.815,1606.259,3713.699,336.557,334.699,,,0.72119
/planning/debug/objects_of_interest/intersection,Best-Effort,1601,1307.176,1590.069,1622.389,222.782,311.69,,,0.725809
/planning/debug/objects_of_interest/no_stopping_area,Best-Effort,1610,1308.795,1584.513,1621.17,228.736,312.328,,,0.72389
/planning/debug/objects_of_interest/obstacle_cruise,Best-Effort,1520,1425.402,1686.548,1764.589,225.308,311.08,,,0.739369
/planning/debug/objects_of_interest/obstacle_slow_down,Best-Effort,1578,1386.386,1668.888,1718.524,226.985,321.737,,,0.729563
/planning/debug/objects_of_interest/obstacle_stop,Best-Effort,1610,1343.527,1597.017,1679.774,222.766,319.163,,,0.724268
/planning/debug/objects_of_interest/traffic_light,Best-Effort,1590,1307.896,1593.596,1622.68,222.682,311.857,,,0.727319
/planning/hazard_lights_cmd,Best-Effort,1556,1298.063,1595.294,1624.295,225.964,312.07,,,0.73315
/planning/planning_evaluator/debug/processing_time_ms,Best-Effort,1532,1323.99,1619.134,1659.192,234.31,303.037,,,0.737671
/planning/planning_evaluator/metrics,Best-Effort,1522,1324.158,1616.517,1645.257,227.865,303.3,,,0.738847
/planning/planning_factors/avoidance_by_lane_change,Best-Effort,1487,1311.059,1601.408,1629.033,226.136,304.09,,,0.74494
/planning/planning_factors/behavior_path_planner,Best-Effort,1559,1299.082,1595.788,1624.139,225.801,312.488,,,0.732911
/planning/planning_factors/blind_spot,Best-Effort,1602,1307.902,1589.843,1622.3,222.048,311.915,,,0.725214
/planning/planning_factors/crosswalk,Best-Effort,1575,1308.52,1596.458,1624.374,235.348,309.254,,,0.730354
/planning/planning_factors/detection_area,Best-Effort,1607,1307.489,1588.618,1621.996,221.837,311.95,,,0.724357
/planning/planning_factors/dynamic_obstacle_stop,Best-Effort,1358,1425.56,1689.226,1762.131,222.374,286.858,,,0.766426
/planning/planning_factors/goal_planner,Best-Effort,1474,1312.847,1601.824,1629.934,225.828,302.227,,,0.747516
/planning/planning_factors/intersection,Best-Effort,1591,1308.74,1593.45,1622.638,222.372,311.827,,,0.727101
/planning/planning_factors/lane_change_left,Best-Effort,1486,1311.049,1601.565,1629.263,226.183,304.061,,,0.745111
/planning/planning_factors/lane_change_right,Best-Effort,1478,1312.122,1601.744,1629.597,226.132,303.093,,,0.746744
/planning/planning_factors/no_stopping_area,Best-Effort,1611,1308.762,1587.497,1622.377,229.469,312.185,,,0.723955
/planning/planning_factors/obstacle_cruise,Best-Effort,1521,1428.391,1687.795,1764.648,224.378,310.259,,,0.739063
/planning/planning_factors/obstacle_slow_down,Best-Effort,1553,1387.308,1669.19,1717.51,225.938,317.476,,,0.733984
/planning/planning_factors/obstacle_stop,Best-Effort,1614,1348.429,1599.66,1682.155,222.57,320.38,,,0.723441
/planning/planning_factors/out_of_lane,Best-Effort,1365,1423.969,1689.127,1762.97,222.261,287.947,,,0.765303
/planning/planning_factors/run_out,Best-Effort,1618,1308.545,1584.014,1620.01,228.429,313.03,,,0.72247
/planning/planning_factors/side_shift,Best-Effort,1467,1313.362,1601.777,1630.456,225.916,301.398,,,0.748586
/planning/planning_factors/start_planner,Best-Effort,1467,1313.841,1601.734,1630.2,225.831,301.783,,,0.748715
/planning/planning_factors/static_obstacle_avoidance,Best-Effort,1466,1313.898,1602.038,1630.558,225.06,301.419,,,0.748542
/planning/planning_factors/stop_line,Best-Effort,1610,1308.489,1584.441,1621.086,229.187,311.829,,,0.724173
/planning/planning_factors/traffic_light,Best-Effort,1582,1307.518,1593.297,1622.723,222.285,310.309,,,0.728645
/planning/planning_factors/virtual_traffic_light,Best-Effort,1607,1307.468,1588.366,1621.624,222.431,311.819,,,0.724782
/planning/planning_factors/walkway,Best-Effort,1578,1306.384,1594.601,1622.773,222.674,310.258,,,0.729517
/planning/planning_validator/debug/marker,Best-Effort,1433,1405.401,1680.481,1756.855,236.43,301.066,,,0.754076
/planning/planning_validator/debug/processing_time_ms,Best-Effort,1432,1403.85,1679.495,1749.032,230.792,303.387,,,0.754205
/planning/planning_validator/validation_status,Best-Effort,1429,1403.554,1679.705,1749.246,230.313,303.831,,,0.754298
/planning/planning_validator/virtual_wall,Best-Effort,1428,1403.72,1679.797,1749.265,230.413,304.025,,,0.75447
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/avoidance_by_lane_change,Best-Effort,1588,1308.988,1594.355,1623.403,222.676,311.765,,,0.727569
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/avoidance_by_lane_change/processing_time_ms,Best-Effort,1579,1306.027,1593.359,1622.704,222.48,310.242,,,0.729345
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/bound,Best-Effort,1552,1308.797,1594.16,1624.066,223.725,308.148,,,0.733745
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/goal_planner,Best-Effort,1589,1308.079,1594.369,1623.387,223.007,312.405,,,0.727444
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/goal_planner/processing_time_ms,Best-Effort,1579,1306.245,1594.306,1622.814,222.496,310.332,,,0.729113
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/internal_state,Best-Effort,1578,1307.109,1595.234,1623.439,229.75,308.618,,,0.729795
/planning/scenario_planning/lane_driving/behavior_planning/behavior_path_planner/debug/lane_change_left,Best-Effort,1588,1308.988,1594.37,1623.433,222.65,311.667,,,0.727569
